t,x,ts
0.0,0.02,0.30633205
0.010012516,0.02,1.6984257
0.020025032,0.02,2.5999815
0.030037548,0.02,2.898025
0.040050063,0.02,2.9533045
0.05006258,0.02,2.9722295
0.060075097,0.02,3.0256221
0.07008761,0.02,3.0174615
0.08010013,0.02,2.9102712
0.09011264,0.02,2.8147252
0.10012516,0.02,2.7939413
0.11013767,0.02,2.8417275
0.12015019,0.02,2.930929
0.1301627,0.02,3.0405293
0.14017522,0.02,3.155203
0.15018773,0.02,3.26017
0.16020025,0.02,3.3436146
0.17021278,0.02,3.4012887
0.18022528,0.02,3.4364407
0.1902378,0.02,3.4560225
0.20025031,0.02,3.4670284
0.21026284,0.02,3.474734
0.22027534,0.02,3.4823925
0.23028786,0.02,3.4916482
0.24030039,0.02,3.5030665
0.2503129,0.02,3.5165677
0.26032543,0.02,3.5317404
0.27033794,0.02,3.5480466
0.28035045,0.02,3.5649304
0.29036295,0.02,3.5818977
0.3003755,0.02,3.5985305
0.310388,0.02,3.614505
0.3204005,0.02,3.629587
0.330413,0.02,3.6436098
0.34042555,0.02,3.6564777
0.35043806,0.02,3.6681345
0.36045057,0.02,3.6785665
0.37046307,0.02,3.6877773
0.3804756,0.02,3.6957967
0.39048812,0.02,3.702655
0.40050063,0.02,3.7083972
0.41051313,0.02,3.7130659
0.42052567,0.02,3.7167053
0.43053818,0.02,3.719356
0.44055068,0.02,3.7210627
0.4505632,0.02,3.7218685
0.46057573,0.02,3.7218118
0.47058824,0.02,3.7209306
0.48060077,0.02,3.7192664
0.49061328,0.02,3.716859
0.5006258,0.02,3.7137506
0.5106383,0.02,3.7099826
0.52065086,0.02,3.7056065
0.5306634,0.02,3.7006664
0.5406759,0.02,3.695218
0.5506884,0.02,3.6893187
0.5607009,0.02,3.6830304
0.5707134,0.02,3.6764162
0.5807259,0.02,3.6695478
0.5907384,0.02,3.662498
0.600751,0.02,3.6553428
0.6107635,0.02,3.6481645
0.620776,0.02,3.641043
0.6307885,0.02,3.6340616
0.640801,0.02,3.6273046
0.6508135,0.02,3.6208558
0.660826,0.02,3.6147926
0.67083853,0.02,3.6091976
0.6808511,0.02,3.6041412
0.6908636,0.02,3.5996923
0.7008761,0.02,3.5959103
0.7108886,0.02,3.5928466
0.72090113,0.02,3.5905437
0.73091364,0.02,3.5890312
0.74092615,0.02,3.5883272
0.75093865,0.02,3.5884323
0.7609512,0.02,3.5893295
0.7709637,0.02,3.590987
0.78097624,0.02,3.5933478
0.79098874,0.02,3.5963275
0.80100125,0.02,3.5998104
0.81101376,0.02,3.6036456
0.82102627,0.02,3.607641
0.8310388,0.02,3.611556
0.84105134,0.02,3.6150954
0.85106385,0.02,3.6179001
0.86107635,0.02,3.6195507
0.87108886,0.02,3.6195595
0.88110137,0.02,3.6173823
0.8911139,0.02,3.6124291
0.9011264,0.02,3.6040945
0.9111389,0.02,3.5917852
0.92115146,0.02,3.574974
0.93116397,0.02,3.5532374
0.9411765,0.02,3.5262814
0.951189,0.02,3.493998
0.96120155,0.02,3.4564404
0.97121406,0.02,3.413818
0.98122656,0.02,3.3664873
0.9912391,0.02,3.314886
1.0012516,0.02,3.2595272
1.0112641,0.02,3.2009525
1.0212766,0.02,3.1397138
1.0312891,0.02,3.076358
1.0413016,0.02,3.0114214
1.0513141,0.02,2.9454076
1.0613266,0.02,2.878798
1.0713391,0.02,2.8120296
1.0813516,0.02,2.7455041
1.0913641,0.02,2.6795683
