t,x,tf,ts
0.6240625,0.895,1.0083648,1.0050745
0.7835125,0.778,1.1910244,1.1115111
0.39810625,0.469,1.0163922,1.0069001
0.41590625,0.948,1.0003533,1.0004096
0.94975,0.457,2.541428,2.1976285
0.4155844,0.479,1.0250983,1.0106171
0.7788031,0.993,1.0358198,1.0252483
0.2395625,0.723,1.0001696,1.0003152
0.34712186,0.067,3.1099594,1.6315092
0.27600312,0.428,1.0002513,1.0003319
0.7563844,0.833,1.0964547,1.0548555
0.8521375,0.145,3.5505893,3.1113663
0.010440625,0.428,1.0000225,1.0002891
0.76192814,0.558,1.6716671,1.4332892
0.78310627,0.866,1.0937772,1.0551473
0.7272969,0.916,1.0315452,1.0192418
0.33194062,0.864,1.0002366,1.0003486
0.09474687,0.245,0.99992645,1.000236
0.7635375,0.671,1.3520162,1.2122506
0.30922812,0.423,1.0007467,1.0005611
0.5528125,0.908,1.0022709,1.0015203
0.3321875,0.062,3.0833843,1.5434089
0.33334374,0.416,1.0024283,1.0012645
0.1943375,0.477,1.0000787,1.0002722
0.62570935,0.292,2.4430294,1.9549217
0.5650906,0.054,3.6842918,2.7100277
0.47165,0.67,1.0057168,1.002967
0.10005,0.987,1.0001539,1.0003141
0.19085938,0.363,1.000042,1.0002512
0.62282187,0.675,1.100683,1.052273
0.74158126,0.764,1.151832,1.0855418
0.6104031,0.299,2.3513377,1.8725193
0.8722344,0.355,2.7835371,2.3962626
0.17785938,0.646,1.0001137,1.0002918
0.9010625,0.996,1.1177442,1.0865
0.8485906,0.264,3.1084597,2.6938996
0.7830125,0.141,3.4967108,2.9970453
0.13966562,0.86,1.0001435,1.0003079
0.73228127,0.03,3.8831637,3.156142
0.21408124,0.047,0.9997781,1.0003595
0.7942156,0.774,1.2127044,1.1255889
0.8735875,0.274,3.1110165,2.7102065
0.7812156,0.942,1.048271,1.0312891
0.46109375,0.032,3.7501128,2.3661506
0.6484906,0.061,3.710795,2.9272087
0.46017814,0.748,1.0016972,1.0010672
0.21534374,0.882,1.0001774,1.0003215
0.117725,0.059,0.99966955,1.0001432
0.7674406,0.54,1.7506545,1.4921168
0.5031094,0.972,1.0008271,1.0006902
0.0718875,0.071,0.99953675,1.0001409
0.8274438,0.259,3.0923178,2.6657817
0.6725063,0.651,1.2118182,1.1170571
0.26907814,0.388,1.0002636,1.0003297
0.62630624,0.695,1.085289,1.0442426
0.90775,0.211,3.3872685,3.0002158
0.80255,0.133,3.5462766,3.0590854
0.41985938,0.209,2.0605688,1.4695336
0.3369875,0.829,1.0002438,1.0003505
0.864825,0.089,3.7380395,3.2719414
0.27018124,0.127,1.0909079,1.0151182
0.26585,0.749,1.0001899,1.0003248
0.6926594,0.472,1.7896346,1.5017357
0.62850624,0.189,3.0280514,2.4198208
0.9445375,0.321,3.0514252,2.6837373
0.9517625,0.514,2.326028,2.0042279
0.2793531,0.098,1.5247017,1.0753751
0.6064219,0.665,1.0906093,1.0464839
0.1833875,0.819,1.0001522,1.0003103
0.28625312,0.792,1.0002058,1.0003325
0.53220624,0.092,3.4117887,2.4845047
0.4147781,0.986,1.0003415,1.000406
0.5724844,0.104,3.4016218,2.582999
0.34860626,0.09,2.8008163,1.5549636
0.21351562,0.699,1.0001473,1.0003058
0.62045,0.652,1.1237627,1.0645549
0.699875,0.374,2.2554195,1.8567255
0.5399125,0.424,1.4521286,1.2387699
0.20965625,0.758,1.0001557,1.0003103
0.6489844,0.085,3.596966,2.867622
0.29826564,0.122,1.6335657,1.1209466
0.26657814,0.159,1.0153418,1.0035557
0.5831031,0.702,1.0414908,1.0210619
0.07404062,0.642,1.0001009,1.000297
0.18878438,0.971,1.0001773,1.0003226
0.8777281,0.825,1.2591302,1.1629696
0.5386875,0.23,2.5085213,1.9078772
0.2852,0.16,1.1102192,1.0218921
0.68785936,0.478,1.7501996,1.4722899
0.34965,0.105,2.6052518,1.5018328
0.5357937,0.045,3.7154126,2.6330395
0.8522125,0.331,2.8414474,2.4418373
0.8176719,0.423,2.3659039,1.9991033
0.5878375,0.657,1.0764323,1.0386713
0.5487,0.58,1.1046426,1.0516754
0.168375,0.047,1.0003848,1.0003171
0.33147812,0.212,1.2879587,1.082052
0.16375,0.938,1.0001637,1.0003166
0.8211719,0.723,1.3527684,1.2183801
0.10628437,0.655,1.0000986,1.0002915
0.14460938,0.133,0.9998641,1.000185
0.821625,0.657,1.5156772,1.330936
0.28113437,0.411,1.0003182,1.0003598
0.08136562,0.208,0.9998816,1.0002279
0.54214686,0.467,1.3162243,1.1630946
0.30480936,0.205,1.106162,1.0260235
